Entry Type,Series,Company,Posting Date,,,Account (Accounting Entries),Credit (Accounting Entries),Debit (Accounting Entries),Cost Center (Accounting Entries),Party Type (Accounting Entries),Party (Accounting Entries)
,,,,1010601,Due from Related Parties - Se7rek,1010601 - Due from Related Parties - Se7rek - B,0.00 ,"3,000.00 ",Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0.00 ,"1,500.00 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,"7,000.00 ",0.00 ,Main - B,,
,,,,5020201,Commission Exp,5020201 - Commission Exp - B,0.00 ,"7,000.00 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,257.93 ,0.00 ,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0.00 ,257.93 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,"7,000.00 ",0.00 ,Main - B,,
,,,,1010601,Due from Related Parties - Se7rek,1010601 - Due from Related Parties - Se7rek - B,0.00 ,"7,000.00 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,450.00 ,0.00 ,Main - B,,
,,,,5030401,Communication,5030401 - Communication - B,0.00 ,450.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,"1,000.00 ",0.00 ,Main - B,,
,,,,5030401,Communication,5030401 - Communication - B,0.00 ,"1,000.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-03-01,1010303,Dijon,1010303 - Dijon - B,0.00 ,"22,000.00 ",Main - B,,
,,,,2010103,Branderaa,2010103 - Branderaa - B,"3,920.00 ",0.00 ,Main - B,,
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,"22,000.00 ",0.00 ,Main - B,Customer,Guest
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0.00 ,"3,920.00 ",Main - B,Customer,Guest
,,,,1010304,Al-Masah,1010304 - Al-Masah - B,0.00 ,300.00 ,Main - B,,
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,300.00 ,0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-03-05,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0.00 ,"22,000.00 ",Main - B,Customer,Guest
,,,,1010303,Dijon,1010303 - Dijon - B,"22,000.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-03-06,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0.00 ,300.00 ,Main - B,Customer,Guest
,,,,1010304,Al-Masah,1010304 - Al-Masah - B,300.00 ,0.00 ,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"22,000.00 ",0.00 ,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"22,000.00 ",Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-03-08,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,300.00 ,0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,300.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,75.00 ,0.00 ,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0.00 ,75.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-03-14,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0.00 ,"31,500.00 ",Main - B,,
,,,,1010308,Al-Mazra3a,1010308 - Al-Mazra3a - B,"31,500.00 ",0.00 ,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"5,007.00 ",0.00 ,Main - B,,
,,,,2010201,Accrued Salaries & Wages,2010201 - Accrued Salaries & Wages - B,0.00 ,"5,000.00 ",Main - B,,
,,,,5030509,Bank Fees,5030509 - Bank Fees - B,0.00 ,7.00 ,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"16,450.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"16,450.00 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,120.00 ,0.00 ,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0.00 ,120.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-03-15,1010308,Al-Mazra3a,1010308 - Al-Mazra3a - B,0.00 ,"45,000.00 ",Main - B,Customer,Guest
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,"45,000.00 ",0.00 ,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"10,000.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"10,000.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-03-19,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0.00 ,"27,000.00 ",Main - B,,
,,,,2010501,Due to Related Paries - Ahmed Metwally,2010501 - Due to Related Paries - Ahmed Metwally - B,"27,000.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-03-22,1010102,Petty Cash,1010102 - Petty Cash - B,37.50 ,0.00 ,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0.00 ,37.50 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,54.56 ,0.00 ,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0.00 ,54.56 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-03-23,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"2,000.00 ",0.00 ,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"2,000.00 ",Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-03-25,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"3,000.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"3,000.00 ",Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"12,000.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"12,000.00 ",Main - B,Customer,Guest
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-03-26,1010303,Dijon,1010303 - Dijon - B,0.00 ,"10,000.00 ",Main - B,Customer,Guest
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,"10,000.00 ",0.00 ,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0.00 ,"12,000.00 ",Main - B,,
,,,,1010303,Dijon,1010303 - Dijon - B,"10,000.00 ",0.00 ,Main - B,Customer,Guest
,,,,1010303,Dijon,1010303 - Dijon - B,"2,000.00 ",0.00 ,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"5,000.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"5,000.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-03-29,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"4,500.00 ",0.00 ,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"4,500.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-03-30,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"10,000.00 ",0.00 ,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"10,000.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-03-31,1010102,Petty Cash,1010102 - Petty Cash - B,84.00 ,0.00 ,Main - B,Customer,Guest
,,,,5030501,Hospitality,5030501 - Hospitality - B,0.00 ,84.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,"4,109.00 ",0.00 ,Main - B,,
,,,,5030504,Stationery,5030504 - Stationery - B,0.00 ,"4,109.00 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,"13,000.00 ",0.00 ,Main - B,,
,,,,1020102,Office Furniture & Fixtures,1020102 - Office Furniture & Fixtures - B,0.00 ,"13,000.00 ",Main - B,Customer,Guest
,,,,1020202,Accumulated Depreciation - Office Furniture & Fixtures,1020202 - Accumulated Depreciation - Office Furniture & Fixtures - B,"1,083.33 ",0.00 ,Main - B,Customer,Guest
,,,,1020201,Accumulated Depreciation - Leasehold Improvements,1020201 - Accumulated Depreciation - Leasehold Improvements - B,"2,808.33 ",0.00 ,Main - B,Customer,Guest
,,,,5030302,Depreciation-Furniture,5030302 - Depreciation-Furniture - B,0.00 ,"1,083.33 ",Main - B,,
,,,,5030301,Depreciation-Lease,5030301 - Depreciation-Lease - B,0.00 ,"2,808.33 ",Main - B,,
,,,,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,"4,200.00 ",0.00 ,Main - B,,
,,,,5030202,Rent Office,5030202 - Rent Office - B,0.00 ,"4,200.00 ",Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,"10,500.00 ",0.00 ,Main - B,,
,,,,5030101,Basic Salary,5030101 - Basic Salary - B,0.00 ,"6,000.00 ",Main - B,Customer,Guest
,,,,1010601,Due from Related Parties - Se7rek,1010601 - Due from Related Parties - Se7rek - B,0.00 ,"3,000.00 ",Main - B,Customer,Guest
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0.00 ,"1,500.00 ",Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,141.75 ,0.00 ,Main - B,Customer,Guest
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0.00 ,141.75 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,"1,322.70 ",0.00 ,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0.00 ,"1,322.70 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,288.75 ,0.00 ,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0.00 ,288.75 ,Main - B,Customer,Guest
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,990.00 ,0.00 ,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0.00 ,990.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,161.25 ,0.00 ,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0.00 ,161.25 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,"3,700.00 ",0.00 ,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0.00 ,"3,700.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-04-01,2010103,Branderaa,2010103 - Branderaa - B,"10,800.00 ",0.00 ,Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0.00 ,"10,800.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-04-02,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0.00 ,"15,000.00 ",Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,"15,000.00 ",0.00 ,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"2,000.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"2,000.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-04-04,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"1,500.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"1,500.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-04-05,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"1,000.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"1,000.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-04-06,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"1,000.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"1,000.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-04-08,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"2,045.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"2,045.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-04-09,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"10,000.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"10,000.00 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,547.50 ,0.00 ,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0.00 ,547.50 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,"3,420.00 ",0.00 ,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0.00 ,"3,420.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-04-25,1010303,Dijon,1010303 - Dijon - B,0.00 ,"22,000.00 ",Main - B,,
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,"22,000.00 ",0.00 ,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0.00 ,"20,000.00 ",Main - B,,
,,,,1010303,Dijon,1010303 - Dijon - B,"20,000.00 ",0.00 ,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"20,000.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"20,000.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-04-27,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0.00 ,"27,000.00 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,"27,000.00 ",0.00 ,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"27,000.00 ",0.00 ,Main - B,,
,,,,2010501,Due to Related Paries - Ahmed Metwally,2010501 - Due to Related Paries - Ahmed Metwally - B,0.00 ,"27,000.00 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0.00 ,"24,000.00 ",Main - B,,
,,,,2010501,Due to Related Paries - Ahmed Metwally,2010501 - Due to Related Paries - Ahmed Metwally - B,"24,000.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-04-30,1010102,Petty Cash,1010102 - Petty Cash - B,325.00 ,0.00 ,Main - B,,
,,,,5030501,Hospitality,5030501 - Hospitality - B,0.00 ,325.00 ,Main - B,,
,,,,1020202,Accumulated Depreciation - Office Furniture & Fixtures,1020202 - Accumulated Depreciation - Office Furniture & Fixtures - B,"1,083.33 ",0.00 ,Main - B,,
,,,,1020201,Accumulated Depreciation - Leasehold Improvements,1020201 - Accumulated Depreciation - Leasehold Improvements - B,"2,808.33 ",0.00 ,Main - B,,
,,,,5030302,Depreciation-Furniture,5030302 - Depreciation-Furniture - B,0.00 ,"1,083.33 ",Main - B,,
,,,,5030301,Depreciation-Lease,5030301 - Depreciation-Lease - B,0.00 ,"2,808.33 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,500.00 ,0.00 ,Main - B,,
,,,,5030510,Cleaning expenses,5030510 - Cleaning expenses - B,0.00 ,500.00 ,Main - B,,
,,,,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,"4,200.00 ",0.00 ,Main - B,,
,,,,5030202,Rent Office,5030202 - Rent Office - B,0.00 ,"4,200.00 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,"13,500.00 ",0.00 ,Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0.00 ,"3,000.00 ",Main - B,,
,,,,5030101,Basic Salary,5030101 - Basic Salary - B,0.00 ,"6,000.00 ",Main - B,,
,,,,1010601,Due from Related Parties - Se7rek,1010601 - Due from Related Parties - Se7rek - B,0.00 ,"3,000.00 ",Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0.00 ,"1,500.00 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,"8,500.00 ",0.00 ,Main - B,,
,,,,5020201,Commission Exp,5020201 - Commission Exp - B,0.00 ,"8,500.00 ",Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,400.00 ,0.00 ,Main - B,,
,,,,1010601,Due from Related Parties - Se7rek,1010601 - Due from Related Parties - Se7rek - B,0.00 ,400.00 ,Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,0.00 ,"15,000.00 ",Main - B,,
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,"15,000.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-05-01,1010312,Red Door,1010312 - Red Door - B,0.00 ,"7,250.00 ",Main - B,,
,,,,2010103,Branderaa,2010103 - Branderaa - B,"10,900.00 ",0.00 ,Main - B,,
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,"7,250.00 ",0.00 ,Main - B,,
,,,,5010401,Subcontractors expenses,5010401 - Subcontractors expenses - B,0.00 ,"10,900.00 ",Main - B,,
,,,,1010311,Mawakeb Al-Amjad,1010311 - Mawakeb Al-Amjad - B,0.00 ,"15,000.00 ",Main - B,,
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,"15,000.00 ",0.00 ,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-05-08,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0.00 ,"15,000.00 ",Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,"15,000.00 ",0.00 ,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"15,000.00 ",0.00 ,Main - B,,
,,,,2010501,Due to Related Paries - Ahmed Metwally,2010501 - Due to Related Paries - Ahmed Metwally - B,0.00 ,"15,000.00 ",Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-05-16,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0.00 ,"7,250.00 ",Main - B,,
,,,,1010312,Red Door,1010312 - Red Door - B,"7,250.00 ",0.00 ,Main - B,,
,,,,1010101,Cash Box,1010101 - Cash Box - B,0.00 ,"13,500.00 ",Main - B,,
,,,,1010308,Al-Mazra3a,1010308 - Al-Mazra3a - B,"13,500.00 ",0.00 ,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,"7,250.00 ",0.00 ,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,"1,750.00 ",0.00 ,Main - B,,
